ASV_ID,species_id,species_name,species_group,similarity
ASV417,Acipenser_sinensis,中华鲟,珍稀鱼类,0.9787
ASV418,Acipenser_sinensis,中华鲟,珍稀鱼类,0.9894
ASV419,Acipenser_sinensis,中华鲟,珍稀鱼类,0.9787
ASV420,Gammaproteobacteria_sp,γ-变形菌,细菌,0.9785
ASV421,Alphaproteobacteria_sp,α-变形菌,细菌,0.9785
ASV422,Actinobacteria_sp,放线菌,细菌,0.9785
ASV423,Gammaproteobacteria_sp,γ-变形菌,细菌,0.9785
ASV424,Actinobacteria_sp,放线菌,细菌,0.9785
ASV425,Mactra_antiquata,西施舌,底栖生物,0.9785
ASV426,Mactra_antiquata,西施舌,底栖生物,0.9785
ASV427,Mactra_antiquata,西施舌,底栖生物,0.9785
ASV428,Sinonovacula_constricta,缢蛏,底栖生物,0.9785
ASV429,Mactra_antiquata,西施舌,底栖生物,0.9785
ASV430,Mactra_antiquata,西施舌,底栖生物,0.9785
ASV431,Mactra_antiquata,西施舌,底栖生物,0.9785
ASV432,Mactra_antiquata,西施舌,底栖生物,0.9785
ASV433,Mactra_antiquata,西施舌,底栖生物,0.9785
ASV434,Mactra_antiquata,西施舌,底栖生物,0.9785
ASV435,Mactra_antiquata,西施舌,底栖生物,0.9785
ASV436,Mactra_antiquata,西施舌,底栖生物,0.9785
ASV437,Mactra_antiquata,西施舌,底栖生物,0.9785
ASV438,Mactra_antiquata,西施舌,底栖生物,0.9785
ASV439,Mactra_antiquata,西施舌,底栖生物,0.9785
ASV440,Mactra_antiquata,西施舌,底栖生物,0.9785
ASV441,Mactra_antiquata,西施舌,底栖生物,0.9785
ASV442,Sinonovacula_constricta,缢蛏,底栖生物,0.9785
ASV443,Mactra_antiquata,西施舌,底栖生物,0.9785
ASV444,Mactra_antiquata,西施舌,底栖生物,0.9785
ASV445,Mactra_antiquata,西施舌,底栖生物,0.9785
ASV446,Mactra_antiquata,西施舌,底栖生物,0.9785
ASV447,Mactra_antiquata,西施舌,底栖生物,0.9785
ASV448,Sinonovacula_constricta,缢蛏,底栖生物,1.0
ASV449,Mactra_antiquata,西施舌,底栖生物,1.0
ASV450,Mactra_antiquata,西施舌,底栖生物,0.9785
ASV451,Mactra_antiquata,西施舌,底栖生物,0.9785
ASV452,Mactra_antiquata,西施舌,底栖生物,0.9785
ASV453,Mactra_antiquata,西施舌,底栖生物,0.9785
ASV454,Mactra_antiquata,西施舌,底栖生物,0.9785
ASV455,Mactra_antiquata,西施舌,底栖生物,0.9785
ASV456,Mactra_antiquata,西施舌,底栖生物,0.9785
ASV457,Mactra_antiquata,西施舌,底栖生物,0.9785
ASV458,Mactra_antiquata,西施舌,底栖生物,0.9785
ASV459,Mactra_antiquata,西施舌,底栖生物,0.9785
ASV460,Mactra_antiquata,西施舌,底栖生物,0.9785
ASV461,Mactra_antiquata,西施舌,底栖生物,0.9785
ASV462,Sinonovacula_constricta,缢蛏,底栖生物,0.9785
ASV463,Mactra_antiquata,西施舌,底栖生物,0.9785
ASV464,Mactra_antiquata,西施舌,底栖生物,0.9785
ASV465,Mactra_antiquata,西施舌,底栖生物,0.9785
ASV466,Sinonovacula_constricta,缢蛏,底栖生物,0.9785
ASV467,Mactra_antiquata,西施舌,底栖生物,0.9785
ASV468,Mactra_antiquata,西施舌,底栖生物,0.9785
ASV469,Pagrus_major,真鲷,鱼类,0.9787
ASV470,Sagitta,箭虫,浮游动物,0.9785
ASV471,Sagitta,箭虫,浮游动物,0.9785
ASV472,Calanus_sinicus,中华哲水蚤,浮游动物,0.9892
ASV473,Sagitta,箭虫,浮游动物,0.9785
ASV474,Sagitta,箭虫,浮游动物,0.9785
ASV475,Sagitta,箭虫,浮游动物,0.9785
ASV476,Sagitta,箭虫,浮游动物,0.9785
ASV477,Sagitta,箭虫,浮游动物,0.9785
ASV478,Sagitta,箭虫,浮游动物,0.9785
ASV479,Sagitta,箭虫,浮游动物,0.9785
ASV480,Sagitta,箭虫,浮游动物,0.9785
ASV481,Calanus_sinicus,中华哲水蚤,浮游动物,1.0
ASV482,Calanus_sinicus,中华哲水蚤,浮游动物,0.9785
ASV483,Sagitta,箭虫,浮游动物,0.9785
ASV484,Sagitta,箭虫,浮游动物,0.9785
ASV485,Calanus_sinicus,中华哲水蚤,浮游动物,0.9785
ASV486,Sagitta,箭虫,浮游动物,0.9785
ASV487,Sagitta,箭虫,浮游动物,0.9785
ASV488,Acanthopagrus_schlegelii,黑鲷,鱼类,0.9787
ASV489,Pagrus_major,真鲷,鱼类,0.9787
